id_contrato,sobrecosto,tfidf_demoras,valor_inicial,suma_impacto,tfidf_ejecucion,prop_tipo_regulatorio,prop_tipo_operacional,tfidf_desarrollo,tfidf_municipio,prop_tipo_social,prob_std,n_riesgos,tfidf_proceso,prop_asig_contratista,imp_promedio,tfidf_disenos,val_std,prop_asig_edu,tfidf_ley,tfidf_contrato,tfidf_obra,tfidf_otras,prop_cate_medio,tfidf_ejecucion contrato,tfidf_construccion,tfidf_precios,tfidf_calidad,tfidf_demora,prop_cate_bajo,tfidf_condiciones,prop_fuen_interno,anio_inicio,anio_fin,duracion,ipc_acumulado,trm_promedio
C-061,18.819214364237293,0.37373297156853047,9375685158,25.0,0.0,0.0,0.8888888888888888,0.17480035907665342,0.10064982749202545,0.0,0.8314794192830981,9,0.0,0.4444444444444444,2.7777777777777777,0.15973476431596365,1.227262335243029,0.0,0.0,0.09354675032979547,0.21116357460772445,0.0,0.1111111111111111,0.0,0.13526246684767948,0.13453598033259623,0.0,0.0,0.3333333333333333,0.12090560083349994,0.4444444444444444,2018,2020,2,8.83,3310.33
C-062,48.35405948988565,0.0,9335677417,17.0,0.10135900346791614,0.0,0.6666666666666666,0.5344039589200523,0.10256970973530583,0.16666666666666666,0.3726779962499649,6,0.0,0.6666666666666666,2.8333333333333335,0.0,0.4714045207910317,0.0,0.0,0.0,0.10759574603294751,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2018,2019,1,7.1,3118.82
C-063,32.86402098302817,0.0,9259018215,73.0,0.23264087659137328,0.037037037037037035,0.48148148148148145,0.32708610306839203,0.047083941964953184,0.18518518518518517,0.546845298527163,27,0.06413873907892723,0.5555555555555556,2.7037037037037037,0.07472384762342685,1.0974468437058558,0.0,0.08646778857916283,0.26256675485432085,0.14817333133625946,0.0,0.2962962962962963,0.0,0.0,0.06293586832704635,0.07270807737413693,0.08404791386116464,0.14814814814814814,0.056559583207764004,0.25925925925925924,2021,2024,3,37.35,4098.72
C-064,18.226445839145946,0.0,9183047566,48.0,0.14559940072324692,0.0,0.5625,0.0,0.07366927336921333,0.125,0.8569568250501305,16,0.0,0.6875,3.0,0.0,1.6476782908080085,0.0,0.0,0.13694054514685125,0.2318374629796946,0.13933164067275514,0.3125,0.0,0.0,0.0,0.11376174136422551,0.0,0.3125,0.08849521138402154,0.6875,2019,2021,2,11.4,3572.51
C-065,49.99994323396111,0.0,9166572305,57.0,0.1271576096315608,0.1875,0.75,0.07449157907256138,0.0,0.0,1.3693063937629153,16,0.11685720448265642,0.5625,3.5625,0.0,1.869784412706449,0.0,0.0,0.23919098974335568,0.0,0.0,0.1875,0.055824660965346176,0.05764241445473884,0.0,0.06623503039867082,0.0,0.375,0.0,0.375,2019,2022,3,26.01,3743.24
C-066,19.55242849877205,0.049115039779159264,9149106788,54.0,0.2875623389486884,0.0,0.6842105263157895,0.0,0.02645429040038489,0.0,0.9444399181540191,19,0.07207318498401954,0.7368421052631579,2.8421052631578947,0.0,1.483052926695302,0.0,0.0,0.14752412165432377,0.24975523542694658,0.10006667680421298,0.3157894736842105,0.13772231277439875,0.0,0.07072151004532932,0.040851307537945324,0.0,0.21052631578947367,0.06355643035226945,0.47368421052631576,2019,2020,1,5.47,3487.23
C-067,21.390018506512007,0.0,8882644657,26.0,0.21020805467332396,0.1,0.5,0.0,0.0,0.0,0.7483314773547883,10,0.0,0.7,2.6,0.0,1.42828568570857,0.0,0.09766246744470489,0.1977068961701298,0.0,0.2011590225974475,0.5,0.20764219452717664,0.0,0.0,0.0,0.0,0.3,0.19164645740849162,0.1,2018,2019,1,7.1,3118.82
C-068,57.99999999183062,0.09762890025657679,8813401484,66.0,0.10392815440129971,0.0,0.7727272727272727,0.0,0.052584774245741296,0.0,0.7172606290027047,22,0.14326417772676595,0.36363636363636365,3.0,0.0,1.370437584698303,0.0,0.09656984849204493,0.293242514374191,0.05516148997150898,0.0,0.13636363636363635,0.06843971824828993,0.07066824117180767,0.07028868632963713,0.0,0.09386725902229262,0.22727272727272727,0.0,0.45454545454545453,2022,2023,1,23.62,4290.24
C-069,46.11076070689134,0.0,8742335104,64.0,0.13968681336215188,0.18181818181818182,0.5,0.08183144786309503,0.0471184450326638,0.045454545454545456,1.1570838237598053,22,0.06418573988567702,0.7727272727272727,2.909090909090909,0.0,1.582445016866292,0.0,0.0,0.2627591635215484,0.09885460840797951,0.0,0.5454545454545454,0.061325224812469596,0.06332208676313787,0.0,0.07276135778380644,0.0,0.22727272727272727,0.056601030016328886,0.4090909090909091,2018,2021,3,14.94,3418.52
C-070,5.10063975573917,0.0,8683800488,50.0,0.22010427840535035,0.10526315789473684,0.15789473684210525,0.0,0.0,0.05263157894736842,0.6359497880839248,19,0.0,0.0,2.6315789473684212,0.08837139243222103,0.8519165292757183,0.0,0.0,0.05175364686300276,0.11682378096566214,0.0,0.5789473684210527,0.0,0.07483237972857466,0.14886091910096805,0.0,0.09939840379158821,0.42105263157894735,0.1337792226290328,0.2631578947368421,2021,2022,1,19.48,3999.26
C-071,50.67356457254871,0.0,8622290255,17.0,0.5462876678797361,0.2857142857142857,0.14285714285714285,0.0,0.061423658710669564,0.0,0.989743318610787,7,0.0,0.42857142857142855,2.4285714285714284,0.0,1.5907898179514348,0.0,0.0,0.4567108605291812,0.19330047048303486,0.0,0.2857142857142857,0.39971816521374537,0.08254674456022684,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,2019,2020,1,5.47,3487.23
C-072,20.95585826905375,0.0,8546979217,43.0,0.0,0.09090909090909091,0.8181818181818182,0.0,0.12066648351286477,0.0,0.7385489458759964,11,0.0,0.7272727272727273,3.909090909090909,0.1915018911114449,1.1642044068059725,0.0,0.0,0.11215078741438175,0.0,0.0,0.18181818181818182,0.0,0.6486507382073003,0.0,0.0,0.0,0.0,0.14495060799527398,0.2727272727272727,2018,2019,1,7.1,3118.82
C-073,4.851334079666686,0.0,8524341000,26.0,0.2174941941768405,0.1,0.5,0.0,0.055023026081975485,0.0,0.7483314773547883,10,0.0,1.0,2.6,0.0,1.42828568570857,0.0,0.10104760110747343,0.20455972599409386,0.0,0.20813150851533385,0.5,0.21483939731035484,0.0,0.0,0.0,0.0,0.3,0.13219281530603066,0.3,2018,2019,1,7.1,3118.82
C-074,4.688791501711876,0.0,8457644616,18.0,0.23286712058873804,0.125,0.5,0.0,0.058912164061586884,0.0,0.7806247497997998,8,0.0,0.625,2.25,0.0,1.4523687548277813,0.0,0.10818984847551548,0.21901841822009527,0.0,0.22284266150271853,0.5,0.23002467734841936,0.0,0.0,0.0,0.0,0.375,0.14153646895882122,0.125,2018,2019,1,7.1,3118.82
C-075,5.682136916436295,0.0,7919544383,43.0,0.30316803067128745,0.07692307692307693,0.6923076923076923,0.10656129221581867,0.061357858390589305,0.0,0.6056929133855239,13,0.0,0.7692307692307693,3.3076923076923075,0.0,0.8770580193070292,0.0,0.0,0.3991939064240445,0.06436446554793128,0.0,0.46153846153846156,0.23957397939635514,0.0,0.0,0.18950035741251212,0.0,0.23076923076923078,0.07370612468420554,0.8461538461538461,2019,2019,0,3.8,3281.09
C-076,15.155473825496122,0.0,7742182333,24.0,0.2895394421477141,0.1,0.1,0.0,0.0,0.2,0.8,10,0.0,1.0,2.4,0.0,1.469693845669907,0.0,0.0,0.40848062065092583,0.0,0.27707535411218304,0.2,0.2860052402043153,0.09843936536887751,0.1958213070021022,0.0,0.0,0.4,0.08799093268789328,0.1,2021,2022,1,19.48,3999.26
C-077,5.679930176562542,0.0,7583528100,48.0,0.14489104315539336,0.0,0.5625,0.0,0.07331086401416012,0.125,0.8569568250501305,16,0.0,0.6875,3.0,0.0,1.6476782908080085,0.0,0.0,0.1362743138916475,0.23070954747593653,0.1386537764671215,0.3125,0.0,0.09852186099450334,0.0,0.11320827761350087,0.0,0.3125,0.08806467216207911,0.6875,2019,2020,1,5.47,3487.23
C-078,3.559557650180181,0.0,7561056273,29.0,0.2112519656483024,0.1,0.5,0.0,0.05344382851104567,0.0,1.345362404707371,10,0.0,0.7,2.9,0.0,0.9797958971132713,0.0,0.09814746751650251,0.1986887253348669,0.0,0.20215799531393902,0.3,0.20867336322369678,0.0,0.0,0.0,0.0,0.2,0.19259818992185973,0.2,2018,2019,1,7.1,3118.82
C-079,4.062935764591878,0.0,7490045367,26.0,0.2112519656483024,0.1,0.5,0.0,0.05344382851104567,0.0,0.7483314773547883,10,0.0,0.7,2.6,0.0,1.42828568570857,0.0,0.09814746751650251,0.1986887253348669,0.0,0.20215799531393902,0.5,0.20867336322369678,0.0,0.0,0.0,0.0,0.3,0.19259818992185973,0.2,2018,2019,1,7.1,3118.82
C-080,0.9787371125849192,0.21454998843842915,7458571261,80.0,0.0,0.0,0.5185185185185185,0.1003481572993951,0.057780343099282136,0.1111111111111111,0.8164965809277259,27,0.07870960236707181,0.7037037037037037,2.962962962962963,0.09169940691443917,0.7276623223847593,0.0,0.0,0.16110797597661222,0.3030582390186382,0.0,0.4444444444444444,0.0,0.07765052298309626,0.07723346672831194,0.17845139898837953,0.0,0.4444444444444444,0.13881726919676998,0.14814814814814814,2018,2020,2,8.83,3310.33
C-081,5.937048700241597,0.0,7454324149,26.0,0.2112519656483024,0.1,0.5,0.0,0.05344382851104567,0.0,0.7483314773547883,10,0.0,0.7,2.6,0.0,1.42828568570857,0.0,0.09814746751650251,0.1986887253348669,0.0,0.20215799531393902,0.5,0.20867336322369678,0.0,0.0,0.0,0.0,0.3,0.19259818992185973,0.2,2018,2019,1,7.1,3118.82
C-082,19.164473493004955,0.0,7297395222,25.0,0.33646683205674616,0.1,0.5,0.0,0.08512145966032127,0.1,0.66332495807108,10,0.0,0.7,2.5,0.0,0.7,0.0,0.0,0.23734275953476613,0.26787753360717076,0.0,0.2,0.22157321390449333,0.0,0.0,0.0,0.15194736911774623,0.8,0.0,0.2,2019,2020,1,5.47,3487.23
C-083,19.98433151172004,0.09879270463408309,7291515171,49.0,0.1577505754026148,0.0,0.76,0.0,0.05321162131967677,0.08,0.926066952223218,25,0.2899439726885938,0.24,1.96,0.0,1.149608629055993,0.0,0.0,0.3461945305610059,0.0,0.0,0.24,0.20776670183850687,0.07151065574587617,0.21337972903818825,0.0,0.0,0.6,0.06392045776223444,0.72,2021,2022,1,19.48,3999.26
C-084,6.495572706606693,0.20150412964148182,7264603143,72.0,0.21450566628162626,0.34782608695652173,0.21739130434782608,0.0,0.036177979877319855,0.08695652173913043,0.7196932764020368,23,0.34497685207345274,0.5217391304347826,3.130434782608696,0.17224712351114246,1.246545320594039,0.0,0.06643942254414023,0.16812410589020374,0.2656552038060138,0.0,0.34782608695652173,0.047086077388581726,0.04861928654730888,0.04835815530467552,0.0,0.0,0.391304347826087,0.13037639019369981,0.043478260869565216,2019,2020,1,5.47,3487.23
C-085,28.85055233215778,0.0,7238530916,28.0,0.16335115792166352,0.0,0.7,0.0,0.16530234394278223,0.0,0.9165151389911679,10,0.0,0.7,2.8,0.0,0.8717797887081347,0.0,0.0,0.0,0.3468047060563421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,2019,2021,2,11.4,3572.51
C-086,37.377607699332245,0.0,7209951179,29.0,0.1101937417391312,0.1111111111111111,0.5555555555555556,0.0,0.11150997659924322,0.0,0.7370277311900889,9,0.1519012426597543,0.5555555555555556,3.2222222222222223,0.0,1.0999438818457405,0.0,0.0,0.10364047510202865,0.0,0.0,0.1111111111111111,0.0,0.14985733099379328,0.0,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,2021,2023,2,30.56,4107.86
C-087,11.806819578144196,0.0,7105904350,19.0,0.13919869065837986,0.0,0.3333333333333333,0.0,0.0,0.0,0.7453559924999299,6,0.0,0.5,3.1666666666666665,0.22355189471726336,0.6871842709362768,0.0,0.0,0.26184097582543076,0.14776375512549997,0.0,0.5,0.0,0.0,0.18828570874844078,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2018,2020,2,8.83,3310.33
C-088,53.90865134298563,0.0,7025949948,41.0,0.12534947556657247,0.05,0.3,0.1101485046541074,0.0,0.15,0.5894913061275798,20,0.08639665376999017,0.85,2.05,0.1006550874587398,1.4106735979665885,0.0,0.0,0.2947372281872595,0.13306238101179876,0.0,0.1,0.0,0.17046828207674541,0.0,0.09793978923478441,0.0,0.75,0.15237464278064097,0.2,2020,2021,1,7.32,3718.23
C-089,21.33697865815555,0.13073893439412174,6962401040,51.0,0.06958726424380857,0.0,0.4444444444444444,0.12229701105298908,0.07041846555861972,0.05555555555555555,0.8975274678557508,18,0.0,0.7222222222222222,2.8333333333333335,0.1117565452398727,0.6666666666666666,0.0,0.0,0.13089776267607467,0.2954762124540595,0.0,0.4444444444444444,0.0,0.09463479074359994,0.0941265130156004,0.0,0.0,0.4444444444444444,0.1691803572899836,0.16666666666666666,2019,2020,1,5.47,3487.23
C-090,1.2401362500785404,0.0,6953927441,30.0,0.08757208691285444,0.0,0.45454545454545453,0.15390466341069836,0.0,0.0,0.9958591954639383,11,0.0,0.7272727272727273,2.727272727272727,0.14064001508289278,0.7158188976374373,0.0,0.0,0.1647282785770287,0.27888151128182387,0.0,0.45454545454545453,0.0,0.0,0.11845350249330258,0.0,0.0,0.36363636363636365,0.21290500659198427,0.18181818181818182,2022,2023,1,23.62,4290.24
C-091,3.55824303611286,0.0,6952609265,26.0,0.21515697895360938,0.1,0.5,0.0,0.054431742923021484,0.0,0.7483314773547883,10,0.0,1.0,2.6,0.0,1.42828568570857,0.0,0.09996173308017636,0.20236150591073546,0.0,0.2058949056856483,0.5,0.21253071081026698,0.0,0.0,0.0,0.0,0.3,0.19615838635323882,0.3,2018,2019,1,7.1,3118.82
C-092,31.61044894446088,0.1560369653094463,6860088181,105.0,0.04152621247492221,0.0,0.5142857142857142,0.145961526759868,0.0,0.11428571428571428,0.7907630001770314,35,0.057243570989963626,0.7142857142857143,3.0,0.06669073850689744,0.6737043498600912,0.0,0.0,0.1171698951908916,0.35265096603490165,0.0,0.5142857142857142,0.0,0.05647332842644671,0.05617001360068738,0.12978334306162317,0.0,0.4,0.15143761304064038,0.14285714285714285,2019,2020,1,5.47,3487.23
C-093,16.290954660965816,0.15913168990666784,6764751489,105.0,0.04234981341410178,0.0,0.5142857142857142,0.14885642237781316,0.0,0.11428571428571428,0.7907630001770314,35,0.05837889867865659,0.7142857142857143,3.0,0.06801343450047088,0.6737043498600912,0.0,0.0,0.11949375835999394,0.3596451908755207,0.0,0.5142857142857142,0.0,0.0,0.05728404912663843,0.13235737225583316,0.0,0.4,0.1544411174031609,0.14285714285714285,2018,2019,1,7.1,3118.82
C-094,31.346589355133304,0.05267073224163535,6754889867,160.0,0.19624211605971698,0.0,0.6888888888888889,0.04926973860522705,0.0283694536864119,0.0,0.7118052168020874,45,0.11593640497383695,0.8888888888888888,3.5555555555555554,0.09004661232490818,0.8793937305515278,0.0,0.0,0.10546943863190376,0.26783631226338145,0.0,0.13333333333333333,0.0,0.07625094616379947,0.0,0.08761749112803627,0.3038479745173415,0.044444444444444446,0.0,0.26666666666666666,2018,2019,1,7.1,3118.82
C-095,17.785809451450906,0.13373981483559025,6746951851,49.0,0.07118451651768005,0.0,0.47058823529411764,0.12510412211152525,0.0720347965849692,0.058823529411764705,0.9226110083151837,17,0.0,0.7058823529411765,2.8823529411764706,0.1143217185937065,0.6655122646461624,0.0,0.0,0.133902288739156,0.30225834503745347,0.0,0.47058823529411764,0.0,0.0,0.09628702023742496,0.0,0.0,0.4117647058823529,0.17306359243814307,0.17647058823529413,2019,2021,2,11.4,3572.51
C-096,13.803877860729049,0.16343451438008041,6639943154,33.0,0.08698985341612617,0.0,0.4166666666666667,0.1528814098432737,0.08802892401791589,0.0,0.9537935951882998,12,0.0,0.6666666666666666,2.75,0.1397049531168223,0.6871842709362768,0.0,0.0,0.1636330629092626,0.2770273341894352,0.0,0.5,0.0,0.11830133953834789,0.11766595021051847,0.0,0.0,0.3333333333333333,0.211489482184277,0.16666666666666666,2020,2021,1,7.32,3718.23
C-097,15.338804576342044,0.0,6612692084,26.0,0.21515697895360938,0.1,0.5,0.0,0.054431742923021484,0.0,0.7483314773547883,10,0.0,0.8,2.6,0.0,1.42828568570857,0.0,0.09996173308017636,0.20236150591073546,0.0,0.2058949056856483,0.5,0.21253071081026698,0.0,0.0,0.0,0.0,0.3,0.19615838635323882,0.2,2018,2019,1,7.1,3118.82
C-098,49.99998884564241,0.20954937884628425,6535562396,7.0,0.11153500726833186,0.2857142857142857,0.5714285714285714,0.0,0.11286726318751981,0.0,0.4948716593053935,7,0.0,0.5714285714285714,1.0,0.0,0.4948716593053935,0.0,0.0,0.20980395004942812,0.11839789170406603,0.0,0.0,0.0,0.0,0.0,0.0,0.20147544190737338,1.0,0.1355817949236034,0.2857142857142857,2022,2022,0,13.12,4255.44
C-099,64.38582152558368,0.09113606443194211,6489298813,66.0,0.14552457752137216,0.0,0.7727272727272727,0.08525133183019334,0.04908760993111945,0.0,0.7172606290027047,22,0.13373635570801376,0.36363636363636365,3.0,0.0,1.370437584698303,0.0,0.09014744518502361,0.3649871245632604,0.05149296049626158,0.0,0.13636363636363635,0.1277762333814661,0.065968431108001,0.06561411866096327,0.0,0.08762459214252155,0.22727272727272727,0.0,0.45454545454545453,2022,2023,1,23.62,4290.24
C-100,49.98314338054058,0.10520701404139049,6473400569,65.0,0.05599761326132919,0.0,0.5,0.19682741669417206,0.056666489819057135,0.09090909090909091,0.8491609860122457,22,0.0,0.6818181818181818,2.9545454545454546,0.08993168315740244,0.6863485850246136,0.0,0.0,0.10533482485281426,0.29721607201990474,0.0,0.45454545454545453,0.0,0.0761536248150239,0.07574460830961648,0.0,0.0,0.4090909090909091,0.20421185518399454,0.18181818181818182,2018,2021,3,14.94,3418.52
C-102,41.30464550566524,0.1651382540261325,6407604628,33.0,0.08789668795246311,0.0,0.4166666666666667,0.15447513758237646,0.08894659045096712,0.0,0.9537935951882998,12,0.0,0.6666666666666666,2.75,0.14116132154840977,0.6871842709362768,0.0,0.0,0.16533887234456401,0.2799152336890539,0.0,0.5,0.0,0.0,0.11889257082443504,0.0,0.0,0.3333333333333333,0.2136941757086963,0.16666666666666666,2021,2023,2,30.56,4107.86
C-103,19.74000000525836,0.09730380144364408,6340387359,77.0,0.05179103971104711,0.0,0.5769230769230769,0.18204162571461557,0.05240966986946852,0.07692307692307693,0.8113470426818842,26,0.07139355798783101,0.7307692307692307,2.9615384615384617,0.08317596237450388,0.6661733875264914,0.0,0.0,0.09742201103195382,0.27488902637524565,0.0,0.46153846153846156,0.0,0.07043291985551076,0.070054628909874,0.0,0.0,0.4230769230769231,0.18887134085417656,0.15384615384615385,2019,2021,2,11.4,3572.51
C-104,7.691382010327803,0.09449046310475301,6329129945,80.0,0.05029360882480873,0.0,0.5925925925925926,0.17677826829898977,0.0,0.07407407407407407,0.8080527492322752,27,0.06932936079453494,0.7407407407407407,2.962962962962963,0.08077110130689306,0.6666666666666667,0.0,0.0,0.09460525490709876,0.32032941388817593,0.0,0.4444444444444444,0.0,0.06839649752863676,0.06802914408394885,0.0,0.0,0.4444444444444444,0.18341051633900518,0.14814814814814814,2018,2019,1,7.1,3118.82
C-105,10.166540588233469,0.13192782736049696,6320200686,49.0,0.0702200658601913,0.0,0.47058823529411764,0.12340913619706666,0.07105882582156327,0.058823529411764705,0.9226110083151837,17,0.0,0.7058823529411765,2.8823529411764706,0.11277281916927115,0.6655122646461624,0.0,0.0,0.1320880999698658,0.29816316712709384,0.0,0.47058823529411764,0.0,0.09549536558009268,0.09498246575678096,0.0,0.0,0.4117647058823529,0.17071882276519212,0.17647058823529413,2019,2020,1,5.47,3487.23
C-106,42.94402965529321,0.12660917993554327,6240800478,41.0,0.20216746833748142,0.06666666666666667,0.5333333333333333,0.11843391832542889,0.06819410161183787,0.13333333333333333,0.9428090415820634,15,0.0,0.6666666666666666,2.7333333333333334,0.10822640256953103,0.85374989832438,0.0,0.0,0.06338149559126406,0.2146070781590609,0.1289763781727851,0.26666666666666666,0.08875544618102874,0.18329097303637876,0.0,0.0,0.0,0.3333333333333333,0.08191816155207285,0.4666666666666667,2019,2021,2,11.4,3572.51
C-107,4.521635250314243,0.0,6103224071,26.0,0.44631569325953435,0.1,0.5,0.0,0.07527446919969111,0.1,0.66332495807108,10,0.0,0.7,2.6,0.0,0.7745966692414834,0.0,0.0,0.20988655873223333,0.31585202655543987,0.0,0.3,0.2939118901171473,0.10116073368736377,0.0,0.0,0.0,0.7,0.0,0.2,2019,2020,1,5.47,3487.23
C-108,29.270086037158027,0.14300755193923015,6007199469,36.0,0.0761173735411968,0.0,0.46153846153846156,0.26754686721630944,0.0,0.0,0.9607689228305228,13,0.0,0.6923076923076923,2.769230769230769,0.12224384436055646,0.696568087549032,0.0,0.0,0.1431812847594192,0.24240290389672237,0.0,0.46153846153846156,0.0,0.0,0.10295939967170421,0.0,0.0,0.38461538461538464,0.277584510433328,0.15384615384615385,2020,2021,1,7.32,3718.23
C-109,49.99999998326705,0.0,5976233572,134.0,0.28484039492484514,0.08108108108108109,0.5675675675675675,0.08343272126254764,0.04804045624747943,0.05405405405405406,0.6174951166916682,37,0.06544172301425456,0.6486486486486487,3.6216216216216215,0.0,0.9260454972438817,0.0,0.08822438905275938,0.17860054719590995,0.15118348515511604,0.0,0.02702702702702703,0.06252523353493465,0.0,0.0,0.0,0.17151070874841587,0.0,0.0,0.7567567567567568,2021,2021,0,5.62,3743.09
C-110,66.29,0.402360845587715,2741994019,92.0,0.12849664384843024,0.07407407407407407,0.3333333333333333,0.2258280397106095,0.0,0.25925925925925924,0.9558139185602919,27,0.05904388510070003,0.5185185185185185,3.4074074074074074,0.206364499991054,1.4325244152454604,0.0,0.0,0.24170979235816764,0.1818709311729194,0.16395349723886524,0.07407407407407407,0.11282504600091237,0.05824941835738775,0.0579365642602069,0.0,0.0,0.25925925925925924,0.20826711470914414,0.2222222222222222,2019,2022,3,26.01,3743.24
C-111,3.55,0.11772125265735293,591844924,33.0,0.25063382851459715,0.15384615384615385,0.5384615384615384,0.22023978402649924,0.0,0.15384615384615385,0.9294650748918902,13,0.0,0.38461538461538464,2.5384615384615383,0.0,1.5913969896597848,0.0,0.0,0.3535927991998054,0.0,0.0,0.15384615384615385,0.16504967980856136,0.0,0.0,0.0,0.0,0.3076923076923077,0.07616753064988599,0.3076923076923077,2019,2024,5,44.87,3894.88
C-112,0.001,0.0,1160795062,25.0,0.0,0.0,0.25,0.0,0.10949646379852417,0.5,1.3228756555322954,8,0.14915839304334946,0.0,3.125,0.3475493654407799,2.595067436503337,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44145416361472095,0.0,0.0,0.0,0.5,0.0,0.875,2019,2024,5,44.87,3894.88
C-113,2.02,0.060730517796722304,19872345706,84.0,0.32324499271533347,0.13793103448275862,0.6206896551724138,0.0,0.03271060679547587,0.10344827586206896,0.9316728335245722,29,0.1782363147019478,0.6896551724137931,2.896551724137931,0.0,1.266977453163713,0.0,0.0,0.27361933338111705,0.20588078978280444,0.12373197952892184,0.3448275862068966,0.21286624739995658,0.2637570760421477,0.043723408794238666,0.0,0.05839057112802888,0.20689655172413793,0.0,0.0,2019,2023,4,37.71,3859.61
C-114,11.85,0.0,242245028,21.0,0.11896557752383828,0.0,0.42857142857142855,0.0,0.12038658962324528,0.0,0.8329931278350429,7,0.0,0.5714285714285714,3.0,0.1910576898087115,0.6388765649999399,0.0,0.0,0.22378129249021417,0.12628567397043877,0.0,0.5714285714285714,0.0,0.0,0.16091759178767104,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,2019,2022,3,26.01,3743.24
C-115,3.9119997594483618,0.0,5966818644,32.0,0.0,0.0,0.7,0.18995052655592912,0.1093732749226781,0.1,0.5,10,0.14899058255774486,0.8,3.2,0.0,0.6403124237432849,0.0,0.0,0.0,0.22946538781753975,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.13138464167463873,0.1,2018,2023,5,42.09,3709.1
C-116,18.207227084192613,0.09962188789902465,5955618788,72.0,0.21209946890949102,0.05,0.65,0.0,0.053658235126456406,0.05,0.8426149773176358,20,0.1461887598439927,0.75,3.6,0.0,1.1346805717910218,0.0,0.09854121674644398,0.24935728404054053,0.1125751033934165,0.0,0.0,0.069836840538544,0.0,0.14344710657803614,0.082860248070096,0.0,0.05,0.1289139051558422,0.45,2021,2022,1,19.48,3999.26
C-117,2.1765061815193585,0.0,5751043625,13.0,0.14746687147747842,0.0,0.8,0.0,0.14922832393282587,0.0,0.4898979485566356,5,0.0,1.0,2.6,0.0,0.9797958971132712,0.0,0.0,0.0,0.15654068715056485,0.0,0.0,0.0,0.0,0.19946958036548687,0.0,0.0,0.4,0.17926051753942643,0.2,2020,2020,0,1.61,3693.36
C-118,49.91240858213434,0.0,5709597038,134.0,0.283018301158284,0.08108108108108109,0.5675675675675675,0.08289901100217592,0.0,0.05405405405405406,0.5128017827300074,37,0.06502309925968226,0.6486486486486487,3.6216216216216215,0.0,0.9524870371192485,0.0,0.08766002700223592,0.17745805845643203,0.1502163804508103,0.0,0.02702702702702703,0.062125266253935614,0.0,0.0,0.0,0.17041357295280152,0.02702702702702703,0.0,0.7567567567567568,2021,2022,1,19.48,3999.26
C-119,43.93673110720562,0.1507977846020776,5690000000,42.0,0.08026381225390737,0.0,0.4666666666666667,0.14106064437278865,0.08122254208762317,0.06666666666666667,0.9285592184789412,15,0.0,0.6666666666666666,2.8,0.12890298911379525,0.9428090415820632,0.0,0.0,0.15098098139163116,0.2556076262620683,0.0,0.3333333333333333,0.0,0.0,0.10856803828828938,0.0,0.0,0.4,0.19513715019742844,0.2,2019,2020,1,5.47,3487.23
C-120,16.34622770017274,0.06255359713156869,5569940623,76.0,0.13317941478314302,0.25,0.5,0.0,0.0,0.125,0.5384519993050035,24,0.0,0.8333333333333334,3.1666666666666665,0.0,0.9344858955002419,0.0,0.0,0.31314795205455703,0.0,0.0,0.5833333333333334,0.17540505124406325,0.045279140465991276,0.0,0.10405758584403163,0.12028681444313509,0.08333333333333333,0.08094635283311831,0.7083333333333334,2018,2019,1,7.1,3118.82
C-121,52.402962623314494,0.23746275536208794,5498390808,68.0,0.0,0.045454545454545456,0.7272727272727273,0.11106479241158726,0.0639509681542577,0.045454545454545456,0.49792959773196915,22,0.08711535799920565,0.8636363636363636,3.090909090909091,0.0,0.8528028654224418,0.0,0.0,0.0,0.4025078444217228,0.0,0.3181818181818182,0.0,0.17188634944312542,0.0,0.0,0.0,0.5,0.07682109767338807,0.09090909090909091,2019,2020,1,5.47,3487.23
C-122,46.30385493652344,0.0,5459358143,28.0,0.19560924866964072,0.16666666666666666,0.25,0.0,0.09897287449129849,0.08333333333333333,0.4330127018922193,12,0.0,0.75,2.3333333333333335,0.0,49.22136787570573,0.0,0.0,0.0,0.10382266163566022,0.18718866569863857,0.0,0.0,0.0,0.13229444131016357,0.15283612875511768,0.0,0.08333333333333333,0.0,0.4166666666666667,2019,2021,2,11.4,3572.51
C-123,19.99999665997188,0.18253896285220075,5449055910,25.0,0.1943168207948614,0.18181818181818182,0.7272727272727273,0.0,0.09831894170075023,0.09090909090909091,0.7158188976374373,11,0.0,0.36363636363636365,2.272727272727273,0.0,1.5374122295716148,0.0,0.0,0.091380360216698,0.3094100561099892,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.6363636363636364,2019,2019,0,3.8,3281.09
